shortcode,username,display_url,edge_media_preview_like,comments_disabled,edge_media_to_comment,dimensions_height,dimensions_width,edge_media_to_caption,tags,taken_at_timestamp
BzLOCI8BEBG,adultsociety,https://scontent-bom1-2.cdninstagram.com/vp/f54787f69e657dd27d955642ae391c2b/5DA6B348/t51.2885-15/e35/62143498_674512136344455_576248967138716819_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3NDgxMzc3MzAyMTIwMDQ1NA%3D%3D.2,57719,FALSE,559,1283,1080,NEUTRAL,,1561557097
BzLL-vEBcUs,adultsociety,https://scontent-bom1-2.cdninstagram.com/vp/c1e71bd4db94e9377609179f19a32984/5DA046BD/t51.2885-15/e35/61612924_359407827985461_6093281456099907258_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3NDgwNDc0Mjk4Njc3NzkwMA%3D%3D.2,74215,FALSE,188,1080,1080,?,[],1561556021
BzLL7_Jh4Mb,adultsociety,https://scontent-bom1-2.cdninstagram.com/vp/67755a77e3240c6ba16efe05be0ff446/5DA2B1DF/t51.2885-15/e35/65147571_354008758521670_5743107819035706525_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3NDgwNDU1NDEwMDYwNTcyMw%3D%3D.2,14692,FALSE,72,1080,1080,NEUTRAL,,1561555998
BzLA5P9hFnC,adultsociety,https://scontent-bom1-2.cdninstagram.com/vp/6dc6def970eb11c0f21360597ca63e0a/5DAA50BD/t51.2885-15/e35/64586991_1234859026684097_8449999637874119998_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3NDc1NTk4NzQ4MjYzMDU5NA%3D%3D.2,61243,FALSE,291,1080,1080,????,[],1561550208
BzK9-x7BYqg,adultsociety,https://scontent-bom1-2.cdninstagram.com/vp/efb6d36ea9ceba72875332bcae445558/5DA96059/t51.2885-15/e35/65000893_124533932122031_1372934340324545946_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3NDc0MzE3MzQwNTgzNzk4NA%3D%3D.2,103362,FALSE,461,1112,1080,True love??,[],1561548681
BzK9Q4ohCwW,adultsociety,https://scontent-bom1-2.cdninstagram.com/vp/50e599dd8cf3c6c6d15c0f69775af41f/5DA50F9A/t51.2885-15/e35/64750918_2235489773247532_5220439966252443566_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDc0MDAxOTUxNTYzMjY2Mg%3D%3D.2,41266,FALSE,306,640,640,Fact????,[],1561548305
BzK9KkHhmpe,adultsociety,https://scontent-bom1-2.cdninstagram.com/vp/65bd12cc747da6b51c2fb436121e879f/5DB2A146/t51.2885-15/e35/64351015_145938396523917_1862865244697374860_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3NDczOTU4NTE3MDQzNDY1NA%3D%3D.2,50910,FALSE,186,1080,1080,????,[],1561548253
BzK9CNLBYwN,adultsociety,https://scontent-bom1-2.cdninstagram.com/vp/c73da5bea78bffe2c4edbe732e1fcac0/5DA515F2/t51.2885-15/e35/64235794_2221731344602617_1671425184907587422_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3NDczOTAxMDc3NzIyMjE1Nw%3D%3D.2,22279,FALSE,40,1136,1080,NEUTRAL,,1561548185
BzKwUB-B9HF,adultsociety,https://scontent-bom1-2.cdninstagram.com/vp/d2f841d2cbb1e62c4388b86a5716884b/5D9FC88A/t51.2885-15/e35/s1080x1080/64483525_456035088495839_6724580128880668479_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3NDY4MzA2MTA5NDA0NDEwMQ%3D%3D.2,25245,FALSE,330,984,1080,NEUTRAL,,1561541515
BzGac4QFKaW,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/e5b57bc85790210e4af2caa49ae6b196/5DAF670F/t51.2885-15/e35/s1080x1080/62272332_2479668168932615_6649213082474256355_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MzQ2MTAxMjIwNDY2MDM3NA%3D%3D.2,533,FALSE,12,720,1080,"??THE HILLS ARE ALIIIIIIIVE ?? Can you believe this is #Italy?! I used to think that Sicily was the most different part of Italy, but not anymore � #AltoAdige is. This region in the northeast has been passed back and forth between Italy and Austria many times over the centuries, and as a result, it more resembles Austria, Germany, or Switzerland. ? This is one of the 11 things that I learned on my latest trip to Italy � and guess what, that�s a blog post I published today! Click on the link in my profile to find out the other 10. #dolomites #southtyrol ?? Have you been to Alro Adige?","['Italy', 'southtyrol', 'dolomites', 'AltoAdige']",1561395835
BzD_vbnF9Mo,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/9e799d3f878d1cafc754f84b874b9818/5DC0CD13/t51.2885-15/e35/62547107_608708309624902_3396597880097174209_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3Mjc4MDU4OTkxMzA2ODMyOA%3D%3D.2,1360,FALSE,54,1189,1080,"I am home, home, home. ?? Three weeks in #Italy have come to a close. A country I adore; a country I never tire of visiting. I also did a bit of an Instagram experiment � I wanted to see if I could take a good, Instagram-worthy photo of myself every day I was there. And I did (plus this pro photo shoot in #Florence with @alexandrajitariuc). While taking photos of yourself is possibly while traveling solo, it�s a LOT easier and faster when you have friends with you. I enjoyed it. I�ll probably do more of it. ?? I�m so Italy-enamored, I plan to get a post out about it tomorrow on the blog. Stay tuned for that. ???? Did you enjoy the 21 days of photos of me, or do you prefer photos of scenery and stuff?","['Italy', 'Florence']",1561314723
By-qWWUlEGa,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/01e29df330e13d3a07f25086efb0e638/5DA61740/t51.2885-15/e35/p1080x1080/62375500_1567025436765020_4907231961963455358_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MTI3OTEzMjM4NjU0MTk3OA%3D%3D.2,883,FALSE,52,1350,1080,"Say hey to your gargoyle for me. ?? The first two times I went to #Milan, I only stayed for 24 hours and barely saw any of it. This time I had five days to soak it up � but I�ll be honest, as this is the end of a three-week trip, I spent a lot of the time chilling and catching up on work. But I had always wondered about Milan � it�s 1) a big city 2) in Italy 3) with great flight connections. Is this a place where I could live? ?? After enjoying aperitivos and gelato, taking the tram around the city, and trying to genuinely get a sense of what makes Milan tick, I think I COULD live here if necessary � but the burning desire just isn�t there. It�s fun to visit, though, and I�d be happy to add a few days onto the end of a trip next time. But my heart still belongs to Bologna, a city that just radiates warmth and joy. ???? If you had to live somewhere in Italy, where would it be?",['Milan'],1561135735
By8EdJAFY2B,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/2c3c3a8dba925c8a6011cbebcc334a16/5DB8CBD3/t51.2885-15/e35/p1080x1080/62111584_883634731996332_5596889981014751815_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MDU0OTUyMzM5OTU0NDE5Mw%3D%3D.2,942,FALSE,40,1350,1080,"Is it true that #Milan is a fashionable town? Um YEP. ?? Last night I went out for aperitivo in a cool part of the city with some local friends and I was blown away by how well everyone was dressed! The men more than the women. Tight fitted suits, perfectly coiffed hair...I felt like such a schlub by comparison! ?? Today I finally saw the top item on my Milan bucket list: The Last Supper. What a painting � it was incredible to see it. The Last Supper sells out months in advance so I went on a tour with @walkstours that included The Last Supper and a tour of Milan�s Duomo, including the rooftop. The last time I saw the Duomo, 15 years ago, it was covered in scaffolding, so this was so much better! Thanks for comping me, @walkstours. ???? Tomorrow is my last full day in #Italy (well, at least until September) � what should I do? Besides eat a ton of gelato?","['Italy', 'Milan']",1561048759
By5gXhTl7v3,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/860afeb92b1d3fea5b4d57d90e55bd41/5DB14EC9/t51.2885-15/e35/s1080x1080/62100659_2351235665120422_6503980783828205892_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2OTgyNzg1NzU1MTk2NTE3NQ%3D%3D.2,892,FALSE,35,724,1080,"Train life. ?? Trains are my favorite way to travel #Italy, and while they�re not perfect for EVERYWHERE, they cover a ton of the country. Plus they�re exceedingly pleasant, especially my favorite train, the #Frecciarossa, the high speed train. Huge thanks to @italiarail for comping me two first class Italy rail passes for this trip and allowing me to zip around at 300 kph with ease. You need to book reservations for the high speed trains, but it�s only �10 per train and first class is SOOOOOO nice. The seats are luxurious and they give you free drinks and snacks (including wine � this is Italy after all). I found out yesterday there�s actually a direct Frecciarossa from Torino, in the far northwest, to Lecce, in the far southeast. It takes 11.5 hours and that�s one ride I wouldn�t mind taking! Next time. ?? Have you traveled Italy by train?","['Frecciarossa', 'Italy']",1560962730
By20sKhl0CI,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/7a728f1636857e18ffd17658a95d2a9d/5DB020CE/t51.2885-15/e35/p1080x1080/64591897_391120568175689_1162461566392226127_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2OTA3MjgxMjE5OTg1NDIxNg%3D%3D.2,742,FALSE,26,1270,1080,"This is the best chocolatey beverage you�ve never heard of � the #bicerin! ?? The bicerin � pronounced BEE-chih-REEN � is from the city of #Torino, which I am exploring today. It�s a combination of hot chocolate and coffee topped with a cream floater. It�s delicious � and if you�re starting to feel sleepy, this will give you the rush you need to keep up sightseeing! ? I had mine at Cafe Al Bicerin, which dates back to 1763 and feels like a time capsule. I highly recommend stopping there on a trip to Torino, but I�d love to try other cafes to see if they have a unique twist on it! Torino is a lovely city and it was a super-easy day trip from Milan: just one hour on the high-speed Frecciarossa train. #italy ???? Have you ever had a bicerin? Does it look like something you�d try?","['bicerin', 'Torino', 'italy']",1560872721
By0ZzixlhMS,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/671763bc17d75036d9dc4cb003f711ae/5DBA6E54/t51.2885-15/e35/s1080x1080/61979200_2059394214367618_4655093998079880148_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2ODM5MTYyMjA2NTEzMjMwNg%3D%3D.2,831,FALSE,27,836,1080,"Everything on Instagram is insanely posed, but this is the closest to how I actually look on a normal day. Clutching my camera. No lipstick because I�ll inevitably smear it all over the camera screen and thus all over my face. Fake leather moto jacket on top of whatever dress I *think* will look good, and frankly, I�m rolling the dice. Oh, and let�s not forget the shoes that are completely impractical for climbing a mountain because I thought there were steps to the top! (There are not.) But you know what? These pics are just as real as any of the posed ones. And this was a seriously cool spot (#Mottarrone) � on a clear day you can see seven of Italy�s lakes! I counted five. #piemonte #italia #photographerlife ? What are you getting up to this week?","['piemonte', 'italia', 'photographerlife', 'Mottarrone']",1560791517
Byx-69hFVbC,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/a156f034371296b3eae490b6a87ca812/5DBFD24C/t51.2885-15/e35/p1080x1080/61835956_302854963955569_258005002604473561_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NzcxMDQzNDYwNjQwNTMxNA%3D%3D.2,972,FALSE,56,1350,1080,"#ThisIs34. ?? I�m in the closing months of being 34 years old, and enjoying every minute of it. I have yet to reach an age that I am genuinely uncomfortable to be, and even though turning 35 in August will@push me into a new age bracket, I�m embracing it. Aging is a privilege. There are always new and exciting adventures ahead. ? I�ve had the most beautiful two days in Lake Orta � I need to come back here someday! ?? How old are you now and how do you feel?",['ThisIs34'],1560710313
ByvHtHSljM9,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/0634d96613da700655a5a9e10bd66f9f/5DB69099/t51.2885-15/e35/s1080x1080/61833480_2493849610681540_366898401799111863_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NjkwNDY0MDUxNjQwNDAyOQ%3D%3D.2,1158,FALSE,63,749,1080,"Everyone is familiar with Lake Como, but there are even better lakes in this part of #Italy � like #LakeMaggiore in #Piedmont. This immense lake is pure glamour. I only wish I had come a few months ago when the mountains were capped with snow! So beautiful. If you�re coming here, I recommend checking out the small town of #Stresa and taking the ferry to the islands. Stresa has some good restaurants and Wes Anderson-looking hotels. It�s definitely not as busy or as famous here as Lake Como. And if you stick around, there are even quieter lakes to explore � like Lake Orta, where I just arrived for the next two days. ?? #piemonte #lagodimaggiore ???? Do you have a special lake you�ve discovered on your travels?","['Italy', 'piemonte', 'LakeMaggiore', 'lagodimaggiore', 'Piedmont', 'Stresa']",1560614255
BysWU5xF4tQ,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/b74dea6753e360eb0fec624bf53151d3/5DC11BEE/t51.2885-15/e35/62247763_615804688912896_689004925600968486_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2NjEyNDUyMjQ5NTkwNDU5Mg%3D%3D.2,791,FALSE,44,1350,1080,"Confession time � ever used #Tinder on your travels? I have. Not often, but enough to make things interesting. ?? If you�re traveling solo, meeting someone via Tinder can be a great way to gain insight into the culture. ?? And once when I was in Guatemala with one of my tours, my girls and I used Tinder to invite as many guys as possible to meet up with us at a bar. ?? But MOST interesting is when you go to a conference full of your friends and colleagues whom you adore but see rarely, and use Tinder just to see who�s single and looking at the moment. ?? Thinking of using it? Go for it. Just make sure that someone you trust knows your plans and check in with him or her. ? Have you used Tinder or other dating apps on your travels?",['Tinder'],1560521258
Byp7bZ-FfPt,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/26301a4aeba216c50385ec29d441e79b/5DC55546/t51.2885-15/e35/64730241_492704418135845_3832802273317166540_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2NTQ0MzI3MjE4MTI4MTc3Mw%3D%3D.2,1121,FALSE,38,1332,1080,"The #Dolomites really do deliver. ? For my final day at @ciasasalares in #SouthTyrol, I went on a hike into the mountains! HOW GORGEOUS IS THIS?! We literally started on the ground by the hotel and climbed on and on and on. ??????? I held up surprisingly well � last time I hiked at altitude, in Vail, I was exhausted at the mildest exertions. This was just fun � and stunning. When you walk to the top, you have a 360-degree view of jagged peaks. I felt like Maria in The Sound of Music! ?? Some wine and cacio e pepe later and a dip in the hot tub were DEFINITELY earned! ? Thanks to the Ciasa Salares staff for making it such a beautiful stay. Today @cailinoneil and I are on a 8.5-hour journey by van, bus, and four trains to Lake Como. So excited to see the scenery tomorrow! #altoadige #italy #italia ???? Where is your favorite place to hike?","['italia', 'SouthTyrol', 'altoadige', 'Dolomites', 'italy']",1560440046
BynW90IlJSR,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/2e54ff60f7eba90c69a3b43df9c3a4f1/5DC5003F/t51.2885-15/e35/p1080x1080/62487653_828027394235139_3261476692254685479_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDcxOTk1OTA2MjUxNjg4MQ%3D%3D.2,689,FALSE,25,1350,1080,"Find someone who looks at you the way I look at cured meats. ?? Last night @cailinoneil and I had the ultimate dining experience here at @ciasasalares in the Dolomites � wine tasting in the gorgeous cellar, with strange and wonderful wines from Calabria, Venezia Giulia, Emilia, and more. We finished with fondue � both meat and cheese! And then a visit to the CHOCOLATE ROOM, which is exactly what it sounds like (see my Stories for me singing the Willy Wonka song). Honestly, the speck here in Alto Adige is far and beyond the usual prosciutto � I cant get enough of it. It�s feathery and smoky. And the wines are GORGEOUS. This culinary mountain retreat has been exactly what we needed. Truthfully, we both arrived here sick as a dog after too much conference, but after two days here we are nearly recovered. Fun fact: one of the wines was called �Insolente,� which is Italian for dickhead!?? What�s your favorite wine?",[],1560353821
Bykwm5FFkAk,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/d705cda15f72345ae472bed9eb45e21b/5DC1C34E/t51.2885-15/e35/s1080x1080/61586554_625130721303067_2319542575440677629_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2Mzk4ODMwODEwMzgwNzAxMg%3D%3D.2,878,FALSE,25,949,1080,"The #Dolomites are MAGICAL. ? Today I went on a tour of the region with @ciasasalares and I enjoyed the gorgeous peaks, wood cabins, and chocolate box-like villages. This region delivers on every front � and my friends in Emilia-Romagna night kill me for saying this, but the local form of prosciutto here, speck, is TRANSCENDENTLY GOOD. I nearly died. ? Tomorrow is all about the hiking. Check out some more videos from the Dolomites on my Stories! ???? What are you up to this fine Tuesday?",['Dolomites'],1560266601
ByiRXalFwpK,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/83f59d1f52302bd53791b60d5d73ca23/5DC39021/t51.2885-15/e35/s1080x1080/64283460_706984099771474_5921092123169277229_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MzI4Nzk1NTE2NzMxNjU1NA%3D%3D.2,580,FALSE,15,749,1080,"Hello #Dolomites! ?? After the insanity of #Traverse19, I knew I would need to relax and recover � so @cailinoneil and I headed to @ciasasalares. This is the view from our sweet balcony! This resort is gorgeous and looks far more like something in Austria or Germany than in #Italy! It�s not a surprise � this Italian region, #SouthTyrol or #AltoAdige, has a long history of being passed back and forth between the two countries, and both German and Italian are spoken here, as well as the local language Ladin. Over the next few days we will be exploring the gorgeous mountain landscapes, eating delicious food, and soaking up the spa. Just what we need after four days of parties, networking, and too little sleep. I can�t wait! ?? This top is by @dereklam (man do I love that brand) and the sunglasses are @tomford as always. ? Have you been to the Dolomites?","['Italy', 'SouthTyrol', 'Dolomites', 'Traverse19', 'AltoAdige']",1560183112
ByfpBWSl8B3,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/76940709b9638b62e4a81a64702bb9e9/5DC4C9E8/t51.2885-15/e35/61194194_202424654076441_4978556557036370850_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2MjU0NzU2NjkxOTY2MzczNQ%3D%3D.2,784,FALSE,53,998,1080,"What are your feelings on...gelato? ?? When I first went to #Italy during my semester abroad in 2004, I got into the habit of having gelato every day. I still do almost every day when I�m back. It�s so much better than regular ice cream � and it�s cheap and served in small portions! ? Here are some tips: look for a gelateria with metal tins, the gelato isn�t piled up super high, the banana is gray, and the pistachio is brownish. If you follow that advice, you�ve probably found a decent gelato place. Here in #Trento I loved the gelato at a place called Gelateria Cherry. ?? My favorite flavors? I love the combo of limone and lampone (lemon and raspberry), but I�m always up for stracciatella (chocolate chip) or fragola (strawberry). #visittrentino #Traverse19 What�s your favorite gelato flavor?","['Trento', 'visittrentino', 'Italy', 'Traverse19']",1560094851
BydG_p8FQ9g,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/95d5f985e23f5e2642fbef134db2945d/5D9FCAC6/t51.2885-15/e35/60635745_439681876832851_1685698398503382676_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2MTgzNDk2NzA0MzA4NDEyOA%3D%3D.2,1064,FALSE,25,1344,1080,"Romance on #LakeGarda. ?? My little excursion to the town of #RivaDelGarda yesterday was one of the highlights of my time in #Trentino and all of #Italy! The lake is SO impressive � wild, windy, and surrounded by enormous mountains. It simultaneously feels like the Alps and the tropics � such a cool place! I had barely heard of Lake Garda before this trip, even having traveled extensively in Italy, but now it�s one of my favorite nature destinations in the country. Trentino, you are a superstar. I can�t believe how much you have to offer. #Traverse19 ??? What destination surprised you?","['Trentino', 'Italy', 'LakeGarda', 'RivaDelGarda', 'Traverse19']",1560009903
Byak7M-F1Qk,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/727bffa3742d54bd10999fff78c181d5/5DBE5EFC/t51.2885-15/e35/s1080x1080/61686751_2258704634167097_2405074401791359735_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MTEyMjE3NzUyNTU2ODU0OA%3D%3D.2,1038,FALSE,29,789,1080,"#Trentino, you are SO pretty � even when you make my hair crazy! ?? Today my friends and I road tripped down to #LakeGarda! This enormous lake is surrounded by tall mountains, while palm trees dot the landscape � it�s an interesting mix! ??? We visited the town of #RivaDelGarda, which is pastel-perfect. It reminded me a lot of Liguria, even though we are far from the sea! We climbed 165 steps to the top of the tower and the view was outstanding. I wish I had more time to explore Lake Garda, and I�m curious to see how it compares to Lake Como and Lake Maggiore later in the trip. #visittrentino #Traverse19 ?? Have you been to Lake Garda? Or anywhere that has both mountains and palm trees?","['Trentino', 'LakeGarda', 'visittrentino', 'RivaDelGarda', 'Traverse19']",1559924932
ByX-e35FdG2,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/e4b0def6122e7af0d098c2beddc6b5da/5DB2914A/t51.2885-15/e35/61917318_458644001584722_7005633193262142273_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA2MDM5MDE1NTAyNjgxMzM2Ng%3D%3D.2,990,FALSE,25,787,1080,"Greetings from #Trentino, #Italy! How gorgeous are these mountains?! ?? I�m here in the city of #Trento (as in Trent, as in yes, the Council of Trent � remember that?) for the #Traverse19 conference, where I�ll be speaking about the most important things I�ve learned in my nine-year professional travel blogging career. Today we took the cable car to the top of the mountain and enjoyed this splendid view! ? So far, Trento feels cozy, unpretentious and low-key. The perfect spot to sit at an outdoor table with friends drinking cassis spritzes! ?? I�m so looking forward to what the next few days bring. Tomorrow I am exploring Trento and hope to get to Lake Garda. You can follow along in real time on my Stories! ? And hell yes, I�m rocking the @voodoovixenldn overalls from @uniquevintage. I LOVE THESE SO DAMN MUCH. #visittrentino ?? What are you getting up to this weekend?","['Trentino', 'Italy', 'visittrentino', 'Trento', 'Traverse19']",1559837668
ByVUn3Klwk0,adventurouskate,https://scontent-bom1-2.cdninstagram.com/vp/fc95aad229aee835e46a05744791bcac/5DC2E5F2/t51.2885-15/e35/p1080x1080/61311101_2042507016056546_191050003724759411_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1OTY0MzEwNDgxNTE1NTUwOA%3D%3D.2,1767,FALSE,88,1350,1080,"Every time I go to #Italy, without failure, I start dreaming of owning a #Vespa. ?? How amazing would it be to cruise the streets of Manhattan on one of these? Well, let�s be honest. New York is too gross for Vespa riding...and part of me dreams of moving to Italy again. I love the lifestyle here and the cost of living is SO much lower. I mean, good bottles of wine for �4? Aperitivo buffets with a fancy cocktail for under �15? Pizza for �5? ?? Maybe I�ll make the move someday, to well-connected Milan or my beloved Bologna. Until then, I�ll visit as often as I can. ?? Yesterday I booked a photo shoot in #Florence to commemorate 15 years since my semester abroad. The lovely @alexandrajitariuc took portraits of me all over the trendy Santo Spirito neighborhood. I am VERY happy with them � not least because I look a million times better at 34 than I did at 20! Never forget what a cruel time the early 2000s were to fashion. ???? Where do you dream of moving someday?","['Vespa', 'Italy', 'Florence']",1559748612
